ID,STATE_CODE,CONSTITUENCY,LOK_SABHA_ID
501,BR,"Banka ",41
502,BR,"Katoria ",41
503,BR,"Belhar ",41
504,BR,"Tarapur ",41
505,BR,"Munger ",68
506,BR,"Jamalpur, Munger ",68
507,BR,"Suryagarha ",68
508,BR,"Lakhisarai ",68
509,BR,"Sheikhpura ",41
510,BR,"Barbigha ",41
511,BR,"Asthawan ",41
512,BR,"Biharsharif ",41
513,BR,"Rajgir ",41
514,BR,"Islampur, Nalanda ",41
515,BR,"Hilsa ",41
516,BR,"Nalanda ",41
517,BR,"Harnaut ",41
518,BR,"Mokama ",68
519,BR,"Barh ",68
520,BR,"Bakhtiarpur ",42
521,BR,"Digha ",42
522,BR,"Bankipur ",42
523,BR,"Kumhrar ",42
524,BR,"Patna Sahib ",42
525,BR,"Fatuha ",42
526,BR,"Danapur ",42
527,BR,"Maner ",42
528,BR,"Phulwari ",42
529,BR,"Masaurhi ",42
530,BR,"Paliganj ",42
531,BR,"Bikram ",42
532,BR,"Sandesh ",41
533,BR,"Barhara ",41
534,BR,"Arrah ",41
535,BR,"Agiaon ",41
536,BR,"Tarari ",41
537,BR,"Jagdishpur ",41
538,BR,"Shahpur ",41
539,BR,"Brahampur ",41
540,BR,"Buxar ",41
541,BR,"Dumraon ",41
542,BR,"Rajpur ",41
543,BR,"Ramgarh, Kaimur ",41
544,BR,"Mohania ",43
545,BR,"Bhabua ",43
546,BR,"Chainpur ",43
547,BR,"Chenari ",43
548,BR,"Sasaram ",43
549,BR,"Kargahar ",43
550,BR,"Dinara ",41
551,BR,"Nokha ",41
552,BR,"Dehri ",41
553,BR,"Karakat ",41
554,BR,"Arwal ",41
555,BR,"Kurtha ",41
556,BR,"Jehanabad ",41
557,BR,"Ghosi ",41
558,BR,"Makhdumpur ",41
559,BR,"Goh ",41
560,BR,"Obra ",41
561,BR,"Nabinagar ",41
562,BR,"Kutumba ",41
563,BR,"Aurangabad ",41
564,BR,"Rafiganj ",41
565,BR,"Gurua ",41
566,BR,"Sherghati ",41
567,BR,"Imamganj ",41
568,BR,"Barachatti ",41
569,BR,"Bodh Gaya ",41
570,BR,"Gaya Town ",41
571,BR,"Tikari ",41
572,BR,"Belaganj ",41
573,BR,"Atri ",41
574,BR,"Wazirganj ",41
575,BR,"Rajauli ",41
576,BR,"Hisua ",41
577,BR,"Nawada ",41
578,BR,"Gobindpur ",41
579,BR,"Warsaliganj ",41
580,BR,"Sikandra ",41
581,BR,"Jamui ",41
582,BR,"Jhajha ",41
583,BR,"Chakai ",41
584,CT,Bharatpur-Sonhat,85
585,CT,Manendragarh,85
586,CT,Baikunthpur,85
587,CT,Premnagar,92
588,CT,Bhatgaon,92
589,CT,Pratappur,92
590,CT,Ramanujganj,92
591,CT,Samri,92
592,CT,Lundra,92
593,CT,Ambikapur,92
594,CT,Sitapur,92
595,CT,Jashpur,81
596,CT,Kunkuri,81
597,CT,Pathalgaon,81
598,CT,Lailunga,81
599,CT,Raigarh,81
600,CT,Sarangarh,81
601,CT,Kharsia,81
602,CT,Dharamjaigarh,81
