ID,STATE_CODE,CONSTITUENCY,LOK_SABHA_ID
1501,KA,Periyapatna,169
1502,KA,Krishnarajanagara,151
1503,KA,Hunsur,169
1504,KA,Heggadadevankote,148
1505,KA,Nanjangud,148
1506,KA,Chamundeshwari,169
1507,KA,Krishnaraja,169
1508,KA,Chamaraja,169
1509,KA,Narasimharaja,169
1510,KA,Varuna,148
1511,KA,"T. Narasipur",148
1512,KA,Hanur,148
1513,KA,Kollegal,148
1514,KA,Chamarajanagar,148
1515,KA,Gundlupet,148
1516,KL,Manjeshwaram,176
1517,KL,Kasaragod,176
1518,KL,Udma,176
1519,KL,Kanhangad,176
1520,KL,Thrikaripur,176
1521,KL,Payyanur,176
1522,KL,Kalliasseri,176
1523,KL,Taliparamba,176
1524,KL,Irikkur,176
1525,KL,Azhikode,176
1526,KL,Kannur,176
1527,KL,Dharmadom,176
1528,KL,Thalassery,176
1529,KL,Kuthuparamba,176
1530,KL,Mattanur,176
1531,KL,Peravoor,176
1532,KL,Mananthavady,176
1533,KL,"Sulthan Bathery",176
1534,KL,Kalpetta,176
1535,KL,Vatakara,176
1536,KL,Kuttiady,176
1537,KL,Nadapuram,176
1538,KL,Koyilandy,176
1539,KL,Perambra,176
1540,KL,Balussery,176
1541,KL,Elathur,176
1542,KL,"Kozhikode North",176
1543,KL,"Kozhikode South",176
1544,KL,Beypore,176
1545,KL,Kunnamangalam,176
1546,KL,Koduvally,176
1547,KL,Thiruvambady,176
1548,KL,Kondotty,176
1549,KL,Eranad,176
1550,KL,Nilambur,176
1551,KL,Wandoor,176
1552,KL,Manjeri,176
1553,KL,Perinthalmanna,176
1554,KL,Mankada,176
1555,KL,Malappuram,176
1556,KL,Vengara,176
1557,KL,Vallikkunnu,176
1558,KL,Tirurangadi,176
1559,KL,Tanur,176
1560,KL,Tirur,176
1561,KL,Kottakkal,176
1562,KL,Thavanur,176
1563,KL,Ponnani,176
1564,KL,Thrithala,176
1565,KL,Pattambi,176
1566,KL,Shornur,176
1567,KL,Ottapalam,176
1568,KL,Kongad,176
1569,KL,Mannarkkad,176
1570,KL,Malampuzha,176
1571,KL,Palakkad,176
1572,KL,Tarur,176
1573,KL,Chittur,176
1574,KL,Nenmara,176
1575,KL,Alathur,176
1576,KL,Chelakkara,176
1577,KL,Kunnamkulam,176
1578,KL,Guruvayur,176
1579,KL,Manalur,176
1580,KL,Wadakkanchery,176
1581,KL,Ollur,176
1582,KL,Thrissur,176
1583,KL,Nattika,176
1584,KL,Kaipamangalam,176
1585,KL,Irinjalakuda,176
1586,KL,Puthukkad,176
1587,KL,Chalakudy,176
1588,KL,Kodungallur,176
1589,KL,Perumbavoor,176
1590,KL,Angamaly,176
1591,KL,Aluva,176
1592,KL,Kalamassery,176
1593,KL,Paravur,176
1594,KL,Vypin,176
1595,KL,Kochi,176
1596,KL,Thrippunithura,176
1597,KL,Ernakulam,176
1598,KL,Thrikkakara,176
1599,KL,"Kunnathunad ",176
1600,KL,Piravom,176
1601,KL,Muvattupuzha,176
1602,KL,Kothamangalam,176
1603,KL,Devikulam,176
1604,KL,Udumbanchola,176
1605,KL,Thodupuzha,176
1606,KL,Idukki,176
1607,KL,Peerumade,176
1608,KL,Pala,176
1609,KL,Kaduthuruthy,176
1610,KL,Vaikom,176
1611,KL,Ettumanoor,176
1612,KL,Kottayam,176
1613,KL,Puthuppally,176
1614,KL,Changanassery,176
1615,KL,Kanjirappally,176
1616,KL,Poonjar,176
1617,KL,Aroor,176
1618,KL,Cherthala,176
1619,KL,Alappuzha,176
1620,KL,Ambalappuzha,176
1621,KL,Kuttanad,176
1622,KL,Haripad,176
1623,KL,Kayamkulam,176
1624,KL,Mavelikara,176
1625,KL,Chengannur,176
1626,KL,Thiruvalla,176
1627,KL,Ranni,176
1628,KL,Aranmula,176
1629,KL,Konni,176
1630,KL,Adoor,176
1631,KL,Karunagapally,176
1632,KL,Chavara,176
1633,KL,Kunnathur,176
1634,KL,Kottarakkara,176
1635,KL,Pathanapuram,176
1636,KL,Punalur,176
1637,KL,Chadayamangalam,176
1638,KL,Kundara,176
1639,KL,Kollam,176
1640,KL,Eravipuram,176
1641,KL,Chathannoor,176
1642,KL,Varkala,176
1643,KL,Attingal,176
1644,KL,Chirayinkeezhu,176
1645,KL,Nedumangad,176
1646,KL,Vamanapuram,176
1647,KL,Kazhakkoottam,176
1648,KL,Vattiyoorkavu,176
1649,KL,Thiruvananthapuram,176
1650,KL,Nemom,176
1651,KL,Aruvikkara,176
1652,KL,Parassala,176
1653,KL,Kattakkada,176
1654,KL,Kovalam,176
1655,KL,Neyyattinkara,176
1656,MP,Sheopur,197
1657,MP,Vijaypur,197
1658,MP,Sabalgarh,197
1659,MP,Joura,197
1660,MP,Sumawali,197
1661,MP,Morena,197
1662,MP,Dimani,197
1663,MP,Ambah,197
1664,MP,Ater,196
1665,MP,Bhind,196
1666,MP,Lahar,196
1667,MP,Mehgaon,196
1668,MP,Gohad,196
1669,MP,"Gwalior Rural",196
1670,MP,Gwalior,196
1671,MP,"Gwalior East",196
1672,MP,"Gwalior South",196
1673,MP,Bhitarwar,196
1674,MP,Dabra,196
1675,MP,Sewda,196
1676,MP,Bhander,196
1677,MP,Datia,196
1678,MP,Karera,196
1679,MP,Pohari,196
1680,MP,Shivpuri,196
1681,MP,Pichhore,196
1682,MP,Kolaras,196
1683,MP,Bamori,196
1684,MP,Guna,196
1685,MP,Chachoura,200
1686,MP,Raghogarh,200
1687,MP,"Ashok Nagar",196
1688,MP,Chanderi,196
1689,MP,Mungaoli,196
1690,MP,Bina,201
1691,MP,Khurai,201
1692,MP,Surkhi,201
1693,MP,Deori,196
1694,MP,Rehli,196
1695,MP,Naryoli,201
1696,MP,Sagar,201
1697,MP,Banda,196
1698,MP,Tikamgarh,202
1699,MP,Jatara,202
1700,MP,Prithvipur,202
1701,MP,Niwari,202
1702,MP,Khargapur,202
1703,MP,Maharajpur,202
1704,MP,Chandla,196
1705,MP,Rajnagar,196
1706,MP,Chhatarpur,202
1707,MP,Bijawar,202
1708,MP,Malhara,196
1709,MP,Pathariya,196
1710,MP,Damoh,196
1711,MP,Jabera,196
1712,MP,Hatta,196
1713,MP,Pawai,196
1714,MP,Gunnaor,196
1715,MP,Panna,196
1716,MP,Chitrakoot,201
1717,MP,Raigaon,201
1718,MP,Satna,201
1719,MP,Nagod,201
1720,MP,Maihar,201
1721,MP,Amarpatan,201
1722,MP,Rampur-Baghelan,201
1723,MP,Sirmour,200
1724,MP,Semariya,200
1725,MP,Teonthar,200
1726,MP,Mauganj,200
1727,MP,Deotalab,200
1728,MP,Mangawan,200
1729,MP,Rewa,200
1730,MP,Gurh,200
1731,MP,Churhat,201
1732,MP,Sidhi,201
1733,MP,Sihawal,201
1734,MP,Chitrangi,201
1735,MP,Singrauli,201
1736,MP,Devsar,201
1737,MP,Dhauhani,201
1738,MP,Beohari,201
1739,MP,Jaisingnagar,201
1740,MP,Jaitpur,201
1741,MP,Kotma,201
1742,MP,Anuppur,201
1743,MP,Pushprajgarh,201
1744,MP,Bandhavgarh,201
1745,MP,Manpur,201
1746,MP,Barwara,201
1747,MP,Vijayraghavgarh,196
1748,MP,Murwara,196
1749,MP,Bahoriband,196
1750,MP,Patan,196
1751,MP,Bargi,196
1752,MP,"Jabalpur Purba",196
1753,MP,"Jabalpur Uttar",196
1754,MP,"Jabalpur Cantonment",196
1755,MP,"Jabalpur Paschim",196
1756,MP,Panagar,196
1757,MP,Sihora,196
1758,MP,Shahpura,196
1759,MP,Dindori,196
1760,MP,Bichhiya,196
1761,MP,Niwas,196
1762,MP,Mandla,196
1763,MP,Baihar,196
1764,MP,Lanji,196
1765,MP,Paraswada,196
1766,MP,Balaghat,196
1767,MP,Waraseoni,196
1768,MP,Katangi,196
1769,MP,Barghat,196
1770,MP,Seoni,196
1771,MP,Keolari,196
1772,MP,Lakhnadon,196
1773,MP,Gotegaon,196
1774,MP,Narsingpur,196
1775,MP,Tendukheda,196
1776,MP,Gadarwara,196
1777,MP,Junnardeo,196
1778,MP,Amarwara,196
1779,MP,Churai,196
1780,MP,Saunsar,196
1781,MP,Chhindwara,196
1782,MP,Parasia,196
1783,MP,Pandhurna,196
1784,MP,Multai,196
1785,MP,Amla,196
1786,MP,Betul,196
1787,MP,Ghoradongri,196
1788,MP,Bhainsdehi,196
1789,MP,Timarni,196
1790,MP,Harda,196
1791,MP,Seoni-Malwa,196
1792,MP,Hoshangabad,196
1793,MP,Sohagpur,196
1794,MP,Pipariya,196
1795,MP,Udaipura,196
1796,MP,Bhojpur,214
1797,MP,Sanchi,214
1798,MP,Silwani,214
1799,MP,Vidisha,214
1800,MP,Basoda,214
1801,MP,Kurwai,201
1802,MP,Sironj,201
1803,MP,Shamshabad,201
1804,MP,Berasia,196
1805,MP,"Bhopal Uttar",196
1806,MP,Narela,196
